image_id	upstream_split	label_file	num_person	num_helmet	num_vest
ppe_0191_jpg.rf.26a4754b1e9db7e8daa9df80a59f5ee8	train	labels/rf100_v2_000135.txt	3	2	3
ppe_0192_jpg.rf.f25a5fbb446ff2c6735f646582ca670e	train	labels/rf100_v2_000136.txt	1	1	1
ppe_0194_jpg.rf.1bca754b03d2c9ddaa68b5c04ca8b524	train	labels/rf100_v2_000137.txt	3	3	3
ppe_0195_jpg.rf.28ff5396ed1c57f9b4fc6442a51c356a	train	labels/rf100_v2_000138.txt	1	1	0
ppe_0196_jpg.rf.45bf74c30838b0cb590916aadc0adaf3	train	labels/rf100_v2_000139.txt	7	8	0
ppe_0198_jpg.rf.a2d6540edc5880f127054e382d92768a	train	labels/rf100_v2_000140.txt	3	3	3
ppe_0200_jpg.rf.c0d119a7ca2e0ae1f92e52035105d930	train	labels/rf100_v2_000141.txt	2	2	2
ppe_0201_jpg.rf.5b59f21c7f8d44b88973606f10d364e9	train	labels/rf100_v2_000142.txt	1	1	0
ppe_0202_jpg.rf.bcfe7d22d7b1fdc933a3597862ad1f59	train	labels/rf100_v2_000143.txt	3	3	0
ppe_0203_jpg.rf.73bc2eb7ad2108720d44d6dcfe957722	train	labels/rf100_v2_000144.txt	1	1	1
ppe_0205_jpg.rf.ae86bf4ddc5cd8facd72d59e316bbace	train	labels/rf100_v2_000145.txt	1	1	1
ppe_0206_jpg.rf.884960cb79755d6cc93bf5d8246ef13a	train	labels/rf100_v2_000146.txt	10	9	7
ppe_0207_jpg.rf.a86ce5a5a169c9a23b7fd4fe068c4537	train	labels/rf100_v2_000147.txt	1	1	1
ppe_0208_jpg.rf.46dc23f0edec1b46e42fca64437d28cf	train	labels/rf100_v2_000148.txt	1	1	0
ppe_0209_jpg.rf.4defb4ffe732865f816f27a6f990ba54	train	labels/rf100_v2_000149.txt	4	4	4
ppe_0212_jpg.rf.20cda4c72f95535a9158122b948aeea7	train	labels/rf100_v2_000150.txt	1	1	0
ppe_0213_jpg.rf.03143a45676cbf26b23a12b23a628bb5	train	labels/rf100_v2_000151.txt	2	2	2
ppe_0215_jpg.rf.76fa00de960f36db4e51053f90c8584e	train	labels/rf100_v2_000152.txt	1	1	1
ppe_0217_jpg.rf.9b5be110c19838a32749d0f4f41de651	train	labels/rf100_v2_000153.txt	1	1	0
ppe_0219_jpg.rf.d9fdf29f92994c57ad7f8b9a67e6f1e0	train	labels/rf100_v2_000154.txt	1	1	1
ppe_0221_jpg.rf.05562ca43b26da263137c7b87bf328aa	train	labels/rf100_v2_000155.txt	1	1	0
ppe_0223_jpg.rf.e4e05c390e1984106bb00eb59f304635	train	labels/rf100_v2_000156.txt	6	7	5
ppe_0225_jpg.rf.dec4ba8048e5e5eea6d0942e7d6cc1dc	train	labels/rf100_v2_000157.txt	1	1	0
ppe_0226_jpg.rf.7c86843fe1cfa80f15c56d4654a98827	train	labels/rf100_v2_000158.txt	2	1	1
ppe_0228_jpg.rf.0e8377d520039dded830bb8af3cee211	train	labels/rf100_v2_000159.txt	3	3	3
ppe_0229_jpg.rf.1c237a1dc282a29edc961074afa532e0	train	labels/rf100_v2_000160.txt	6	3	5
ppe_0230_jpg.rf.a7f1e4d8fc0adec37f81d8f961aad372	train	labels/rf100_v2_000161.txt	1	1	0
ppe_0232_jpg.rf.02af81a3be3532100bd7d2f2978c728a	train	labels/rf100_v2_000162.txt	2	2	0
ppe_0234_jpg.rf.b7dc05566093ff9d1163f762edbe063c	train	labels/rf100_v2_000163.txt	2	2	0
ppe_0236_jpg.rf.42272e07ec23b4cc761196deafa265b0	train	labels/rf100_v2_000164.txt	1	1	0
ppe_0238_jpg.rf.0a5efaa1a00988b2311047a38f5513a3	train	labels/rf100_v2_000165.txt	1	1	1
ppe_0239_jpg.rf.1041703971deadb39cdd5e4135da9b13	train	labels/rf100_v2_000166.txt	6	6	0
ppe_0240_jpg.rf.773b88ca8b30a9201241cfa5368184fe	train	labels/rf100_v2_000167.txt	1	1	1
ppe_0241_jpg.rf.4638e79283a15e5a1c444e62658a242b	train	labels/rf100_v2_000168.txt	2	2	2
ppe_0243_jpg.rf.41301aff896d89e0c6a280bf75bdbcb7	train	labels/rf100_v2_000169.txt	2	2	0
ppe_0244_jpg.rf.65c1ce1668a2b8bb26d1fc1f5a100470	train	labels/rf100_v2_000170.txt	2	2	1
ppe_0245_jpg.rf.c9728420cf4dc19a284ba6f79782196e	train	labels/rf100_v2_000171.txt	3	2	0
ppe_0247_jpg.rf.5c34c76502c79fdd9e65880a7cd1d995	train	labels/rf100_v2_000172.txt	0	4	0
ppe_0248_jpg.rf.60edeb9789ac95f1097ec8c549b7e689	train	labels/rf100_v2_000173.txt	6	1	6
ppe_0249_jpg.rf.e87ff2c5ae64e7d90d3691f5c5ce2975	train	labels/rf100_v2_000174.txt	1	1	0
ppe_0250_jpg.rf.348d493439464194875763beb27f197b	train	labels/rf100_v2_000175.txt	1	1	0
ppe_0252_jpg.rf.f7fd7038b061603363799274a111452c	train	labels/rf100_v2_000176.txt	1	1	1
ppe_0253_jpg.rf.66c7763ff3f1461a7a644875d23d8a2f	train	labels/rf100_v2_000177.txt	1	1	0
ppe_0255_jpg.rf.d4754f9926644a0e4aed6d00943c835b	train	labels/rf100_v2_000178.txt	1	1	1
ppe_0257_jpg.rf.be707aea464e7a9474cb449639ab50b7	train	labels/rf100_v2_000179.txt	1	1	1
ppe_0259_jpg.rf.6bf20054bdc02c53678883ab3352b262	train	labels/rf100_v2_000180.txt	3	3	1
ppe_0262_jpg.rf.6215e6c0c90e2930bf55ea78f697bf2f	train	labels/rf100_v2_000181.txt	1	1	1
ppe_0263_jpg.rf.a206868ff6458f8145501539d66388a1	train	labels/rf100_v2_000182.txt	1	1	0
ppe_0264_jpg.rf.9a234a3a073693cdf1add38cc5aa6b45	train	labels/rf100_v2_000183.txt	2	2	1
ppe_0266_jpg.rf.0d18f9aefc6b98a9308a536597ac38e0	train	labels/rf100_v2_000184.txt	1	1	0
ppe_0267_jpg.rf.6eed174a722cb6f0e97ab30b6a0fd52e	train	labels/rf100_v2_000185.txt	2	2	0
ppe_0268_jpg.rf.d73e8ef2bc5c279e72c128e644b07775	train	labels/rf100_v2_000186.txt	2	2	2
ppe_0269_jpg.rf.7db667b7309967e41bcf1da795d3f1b7	train	labels/rf100_v2_000187.txt	1	1	1
ppe_0270_jpg.rf.02e23d02100423095e626c04defd3387	train	labels/rf100_v2_000188.txt	3	2	1
ppe_0271_jpg.rf.63dd188327d109f74b6d440a9b027906	train	labels/rf100_v2_000189.txt	3	3	3
ppe_0272_jpg.rf.27d0d4e5eb18a9d7c8127c6c9f4283f0	train	labels/rf100_v2_000190.txt	2	0	0
ppe_0273_jpg.rf.0d7a3dfd370234154f637d4d05ff17d3	train	labels/rf100_v2_000191.txt	1	1	0
ppe_0274_jpg.rf.5d87eceb4390e2f71358b276c51338da	train	labels/rf100_v2_000192.txt	1	1	0
ppe_0275_jpg.rf.fd2c9727925808c102c8172b31dc8ea2	train	labels/rf100_v2_000193.txt	1	1	0
ppe_0276_jpg.rf.341221b72ba50edd53efdc335bb74c92	train	labels/rf100_v2_000194.txt	1	1	0
ppe_0277_jpg.rf.1cb7865948524e9e24b409e99f52fe2c	train	labels/rf100_v2_000195.txt	1	1	0
ppe_0278_jpg.rf.9a7c6d9c75563aed2cda38beb221d5d7	train	labels/rf100_v2_000196.txt	1	1	1
ppe_0280_jpg.rf.564a7f674fe81945ff4af82bb6d797db	train	labels/rf100_v2_000197.txt	4	4	0
ppe_0283_jpg.rf.7159d271e99ab30dc4c36f1929af3283	train	labels/rf100_v2_000198.txt	1	1	1
ppe_0285_jpg.rf.e040aee1cc392b6626cdd102bf766846	train	labels/rf100_v2_000199.txt	1	1	0
ppe_0288_jpg.rf.072c1109bb57bf29463d1a1e0fd949a2	train	labels/rf100_v2_000200.txt	1	1	1
ppe_0290_jpg.rf.238ac985575f69fa12a807d4059b0683	train	labels/rf100_v2_000201.txt	1	1	0
ppe_0292_jpg.rf.98cffd8a354455bb7ecf0518b931bca4	train	labels/rf100_v2_000202.txt	6	0	6
ppe_0293_jpg.rf.d8d642a2cca006a6f29cbbce67081fdb	train	labels/rf100_v2_000203.txt	1	1	0
ppe_0294_jpg.rf.6a0023f6da1a17e69ab4a208c81946ee	train	labels/rf100_v2_000204.txt	1	1	0
ppe_0295_jpg.rf.2cd96308af43931aaf01da46fde69e17	train	labels/rf100_v2_000205.txt	1	1	0
ppe_0297_jpg.rf.8795b2ee71e23cb03d8a3b54e0a66087	train	labels/rf100_v2_000206.txt	1	1	1
ppe_0299_jpg.rf.c2082fe281d85e86301079321c3f18d5	train	labels/rf100_v2_000207.txt	2	2	2
ppe_0301_jpg.rf.6c1e6cefee267246a7286398f12138c5	train	labels/rf100_v2_000208.txt	2	2	2
ppe_0302_jpg.rf.bd56df16cdf746687bcdee83e2c3a3d3	train	labels/rf100_v2_000209.txt	2	2	2
ppe_0304_jpg.rf.1e5186f1c7d32ce2de78e3506c35684a	train	labels/rf100_v2_000210.txt	1	1	0
ppe_0307_jpg.rf.a951b923b5b94766d65b1b84a52bb30f	train	labels/rf100_v2_000211.txt	1	1	1
ppe_0308_jpg.rf.67d4129ea75788c26ab9ce8db1d64eda	train	labels/rf100_v2_000212.txt	2	2	1
ppe_0310_jpg.rf.a2b9961e82b735f9b022f65351eb7407	train	labels/rf100_v2_000213.txt	1	1	1
ppe_0311_jpg.rf.ad3b7504ff6f77dcba441433f8e378bf	train	labels/rf100_v2_000214.txt	1	1	1
ppe_0313_jpg.rf.2ee3a2d534f9b4dfc4e093904f6a1fd5	train	labels/rf100_v2_000215.txt	2	2	0
ppe_0314_jpg.rf.b52f6832938861c0c5d622f079860183	train	labels/rf100_v2_000216.txt	1	1	1
ppe_0315_jpg.rf.84fdf422c6e4ce6c0fe7c183d7f72f30	train	labels/rf100_v2_000217.txt	2	2	2
ppe_0316_jpg.rf.bf3e42a0c0ecc688702fd472ff010f67	train	labels/rf100_v2_000218.txt	3	2	3
ppe_0317_jpg.rf.4573a74d582c28a8ebdda487ad954406	train	labels/rf100_v2_000219.txt	1	1	0
ppe_0318_jpg.rf.81af8e9d2d0a5da30fd2668d07a9b104	train	labels/rf100_v2_000220.txt	1	1	1
ppe_0320_jpg.rf.b78a90e120343e34a9049d8d94aa99ec	train	labels/rf100_v2_000221.txt	1	1	0
ppe_0321_jpg.rf.d079adfd19c04ec1bdae38828d30ebeb	train	labels/rf100_v2_000222.txt	1	1	1
ppe_0325_jpg.rf.fdb0c9b294669f2417d45de16f1558f8	train	labels/rf100_v2_000223.txt	6	5	0
ppe_0326_jpg.rf.167d8b76b04a78c21427a5dd97b2d5cb	train	labels/rf100_v2_000224.txt	1	1	1
ppe_0329_jpg.rf.3e021ef7cd2f04abcdea6ca88813dbe3	train	labels/rf100_v2_000225.txt	2	2	0
ppe_0330_jpg.rf.6134d7f141360fe319154fe57de38f30	train	labels/rf100_v2_000226.txt	2	2	2
ppe_0331_jpg.rf.bab23664ed9ea51ab5d749edbc9b6fad	train	labels/rf100_v2_000227.txt	1	1	0
ppe_0333_jpg.rf.36a3c0a101a60db9f4fa5701e33e5f15	train	labels/rf100_v2_000228.txt	1	1	1
ppe_0335_jpg.rf.2c8b4325c61a5885c016d06e0655ad3b	train	labels/rf100_v2_000229.txt	1	1	0
ppe_0336_jpg.rf.3299fedbc7c5792831047cffe2156bc2	train	labels/rf100_v2_000230.txt	1	1	1
ppe_0339_jpg.rf.9a299d6a0e100b8bbe05c17f1e7db76b	train	labels/rf100_v2_000231.txt	3	3	3
ppe_0340_jpg.rf.b76db953975c93715cc3aa3b31d8f723	train	labels/rf100_v2_000232.txt	4	4	3
